Word [name=20, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=노력, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=문화적, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=피, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=발전, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=환경, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=아메리칸, tfidf=5.537593519539654, tf=13, df=3, total=8]
---------------------------
Word [name=자료, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=드림, tfidf=12.779061968168433, tf=30, df=3, total=8]
Word [name=제시, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=몰락, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=다양, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=유, tfidf=7.241468448628779, tf=17, df=3, total=8]
---------------------------
Word [name=얘기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=것, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=자료, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=특징, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=러, tfidf=9.371312109990184, tf=22, df=3, total=8]
Word [name=차원, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정신, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=드림, tfidf=12.779061968168433, tf=30, df=3, total=8]
Word [name=언, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=제시, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=나, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=설명, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=다양, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=피, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=유, tfidf=7.241468448628779, tf=17, df=3, total=8]
---------------------------
Word [name=등불, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=것, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=우리, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=책, tfidf=2.5558123936336865, tf=6, df=3, total=8]
Word [name=방향, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=러, tfidf=9.371312109990184, tf=22, df=3, total=8]
Word [name=핵심, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=그로, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=세상, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=부분, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=이, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=세계, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=어둠, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=인도, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=드림, tfidf=12.779061968168433, tf=30, df=3, total=8]
Word [name=사람, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=길, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=언, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=피, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=유, tfidf=7.241468448628779, tf=17, df=3, total=8]
---------------------------
Word [name=추구, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=포괄, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=놀이, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=보편적, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=것, tfidf=3.407749858178249, tf=8, df=3, total=8]
Word [name=질, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=꿈, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=인권, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=상징, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=러, tfidf=9.371312109990184, tf=22, df=3, total=8]
Word [name=가치, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=가능성, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=평화, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=지속, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=권리, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=삶, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=드림, tfidf=12.779061968168433, tf=30, df=3, total=8]
Word [name=자연, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=언, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=다양성, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=피, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=지구상, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=예술, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=리프킨, tfidf=2.9817811259059677, tf=7, df=3, total=8]
Word [name=지식, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=유럽, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=책, tfidf=2.5558123936336865, tf=6, df=3, total=8]
Word [name=통찰력, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=과학, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=자신, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=문화, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=산업, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=학자, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=중세, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=유, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=철학, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=미국, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=러, tfidf=9.371312109990184, tf=22, df=3, total=8]
Word [name=분야, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=주장, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=등, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=현재, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=종교, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=드림, tfidf=12.779061968168433, tf=30, df=3, total=8]
Word [name=미래, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=언, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=미, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=다양, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=피, tfidf=7.241468448628779, tf=17, df=3, total=8]
Word [name=자, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=우리, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=화두, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=미래, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=독후감, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=30, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=노을, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
===========================================
Word [name=관, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=23, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=무엇, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=이자, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=일반, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=새, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=장하, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=크루그먼, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전환, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=영희, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=가지, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=사마리아인, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=경제학, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=고용, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=유, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=우리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=국가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=화폐, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=논리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=진보, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=날개, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=리, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=이론, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=폴, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=불황, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=미래, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=메이, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=그, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=시민, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=오진, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=인, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=노무현, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=진실, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=시대, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=좌우, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=저, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=태백산맥, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=플라톤, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=리프킨, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=무엇, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=예, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=히, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=레, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전체주의, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=아렌트, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=황석영, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=호지, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=영희, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=렘, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=조정래, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=마이클, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=베리, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=유, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=한강, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=키, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=한나, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=헌팅턴, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=아이, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=리, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=국가론, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=기원, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=미래, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=언, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=피, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=육식, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=영창, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=헬레나, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=삼국지, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=역사, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=마, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=질서, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=필수, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=뭐, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정도, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=엘, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=문명, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=충돌, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=러, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=듯, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=군주론, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=종말, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=르, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=카, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=드림, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=노, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=미, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=담론, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정의, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=소설, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=터, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=추가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이등병, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이후, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=묘, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=제출, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=못, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=본격적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=때, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=독후감, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=일병, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
===========================================
Word [name=22, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=다, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=좌절, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=부제, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=2009.09, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정리, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=회고록, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=학, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=고재, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=미완, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=못, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=성공, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=평점, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=부, tfidf=3.010299956639812, tf=5, df=2, total=8]
---------------------------
Word [name=저, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=자신, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=서거, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=규정, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=이야기, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=단상, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=1, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=완성, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=실패, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=제, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=마음, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=글, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=참회록, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=1, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=회고록, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=제, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=부의, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=수, tfidf=2.5558123936336865, tf=6, df=3, total=8]
---------------------------
Word [name=실패, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=낙담, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=우리, tfidf=3.612359947967774, tf=6, df=2, total=8]
---------------------------
Word [name=주기도, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=현명, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=실패, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=유, tfidf=0.4259687322722811, tf=1, df=3, total=8]
---------------------------
Word [name=애착, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=책, tfidf=1.2779061968168433, tf=3, df=3, total=8]
Word [name=드림, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=언, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=직전, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=러, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=피, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=40063674379, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=자신, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=인용, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=규정, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=나라, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=글귀, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=삶, tfidf=1.7038749290891244, tf=4, df=3, total=8]
Word [name=의미, tfidf=0.4259687322722811, tf=1, df=3, total=8]
Word [name=부여, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=실패, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=64, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=대목, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=인간적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=고뇌, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정치인, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=자연인, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=부, tfidf=3.010299956639812, tf=5, df=2, total=8]
---------------------------
Word [name=것, tfidf=6.815499716356498, tf=16, df=3, total=8]
Word [name=주의, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=좌절, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=참담, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=한편, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=극복, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=희망, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=이야기, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=상처, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=심정, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=표현, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=방심, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=자책골, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=처분, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=수, tfidf=2.5558123936336865, tf=6, df=3, total=8]
Word [name=노무현, tfidf=14.449439791871097, tf=24, df=2, total=8]
Word [name=여러분, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=믿음, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=세라, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=정치인, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=마음, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=참, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=글, tfidf=3.612359947967774, tf=6, df=2, total=8]
---------------------------
Word [name=입지, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=검찰, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=조사, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=참담, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=홈페이지, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=개편, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=시작, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=세상, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=담, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=배경, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=해체, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대목, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=세상, tfidf=1.806179973983887, tf=3, df=2, total=8]
---------------------------
Word [name=마지막, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=권리, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=홈페이지, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=나, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=여기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=피의자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=손님, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=것, tfidf=6.815499716356498, tf=16, df=3, total=8]
Word [name=보호, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=권리, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=정치적, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=대결, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=피의자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=이야기, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=구도, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=속, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=회원, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=보호, tfidf=0.8519374645445622, tf=2, df=3, total=8]
---------------------------
Word [name=나, tfidf=0.8519374645445622, tf=2, df=3, total=8]
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=가치, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=수, tfidf=2.5558123936336865, tf=6, df=3, total=8]
---------------------------
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=구도, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=속, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=얘기, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=그, tfidf=2.5558123936336865, tf=6, df=3, total=8]
Word [name=서로, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=피의자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=이야기, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=하면, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=정치적, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=내가, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생각, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=피의자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=이야기, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=구도, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=속, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=대치, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=투쟁, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=보편적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
Word [name=그것, tfidf=2.4082399653118496, tf=4, df=2, total=8]
Word [name=정서, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=사람, tfidf=6.622659904607587, tf=11, df=2, total=8]
---------------------------
Word [name=셈, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=공방, tfidf=0.6020599913279624, tf=1, df=2, total=8]
---------------------------
Word [name=만신창이, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=공격, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=것, tfidf=6.815499716356498, tf=16, df=3, total=8]
Word [name=전선, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=이후, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=자신, tfidf=4.214419939295737, tf=7, df=2, total=8]
Word [name=속, tfidf=2.1298436613614053, tf=5, df=3, total=8]
Word [name=피의자, tfidf=3.010299956639812, tf=5, df=2, total=8]
Word [name=가치, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=사건, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=전도, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=지지, tfidf=1.806179973983887, tf=3, df=2, total=8]
Word [name=비판, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=인물, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=조건, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=생각, tfidf=3.612359947967774, tf=6, df=2, total=8]
Word [name=주변, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=대통령, tfidf=13.847379800543136, tf=23, df=2, total=8]
Word [name=54, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=일반적, tfidf=0.6020599913279624, tf=1, df=2, total=8]
Word [name=검찰, tfidf=1.2041199826559248, tf=2, df=2, total=8]
Word [name=조사, tfidf=1.2041199826559248, tf=2, df=2, total=8]
